,Store,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Quarter_1,Quarter_2,Quarter_3,Quarter_4
97,1,0,51.63,3.159,219.1794533,7.866,False,False,False,True
98,1,0,47.96,3.112,219.3577216,7.866,False,False,False,True
99,1,1,44.55,3.129,219.5359898,7.866,False,False,False,True
100,1,0,49.01,3.157,219.7142581,7.348,True,False,False,False
101,1,0,48.53,3.261,219.8925263,7.348,True,False,False,False
102,1,0,54.11,3.268,219.9856893,7.348,True,False,False,False
103,1,0,54.26,3.29,220.0788523,7.348,True,False,False,False
104,1,0,56.55,3.36,220.1720153,7.348,True,False,False,False
105,1,1,48.02,3.409,220.2651783,7.348,True,False,False,False
106,1,0,45.32,3.51,220.4257586,7.348,True,False,False,False
107,1,0,57.25,3.555,220.636902,7.348,True,False,False,False
108,1,0,60.96,3.63,220.8480454,7.348,True,False,False,False
109,1,0,58.76,3.669,221.0591887,7.348,True,False,False,False
110,1,0,64.74,3.734,221.2118132,7.348,True,False,False,False
111,1,0,65.93,3.787,221.2864126,7.348,True,False,False,False
112,1,0,67.61,3.845,221.3610119,7.348,True,False,False,False
113,1,0,70.43,3.891,221.4356112,7.143,False,True,False,False
114,1,0,69.07,3.891,221.5102105,7.143,False,True,False,False
115,1,0,66.76,3.877,221.5640737,7.143,False,True,False,False
116,1,0,67.23,3.814,221.6179368,7.143,False,True,False,False
117,1,0,75.55,3.749,221.6718,7.143,False,True,False,False
118,1,0,73.77,3.688,221.7256632,7.143,False,True,False,False
119,1,0,70.33,3.63,221.742674,7.143,False,True,False,False
120,1,0,77.22,3.561,221.744944,7.143,False,True,False,False
121,1,0,77.95,3.501,221.7472139,7.143,False,True,False,False
122,1,0,78.3,3.452,221.7494839,7.143,False,True,False,False
123,1,0,79.35,3.393,221.7626421,7.143,False,True,False,False
124,1,0,78.39,3.346,221.8030211,7.143,False,True,False,False
125,1,0,84.88,3.286,221.8434,7.143,False,True,False,False
126,1,0,81.57,3.227,221.8837789,6.908,False,False,True,False
127,1,0,77.12,3.256,221.9241579,6.908,False,False,True,False
128,1,0,80.42,3.311,221.9327267,6.908,False,False,True,False
129,1,0,82.66,3.407,221.9412954,6.908,False,False,True,False
130,1,0,86.11,3.417,221.9498642,6.908,False,False,True,False
131,1,0,85.05,3.494,221.9584329,6.908,False,False,True,False
132,1,0,84.85,3.571,222.0384109,6.908,False,False,True,False
133,1,0,77.66,3.62,222.1719457,6.908,False,False,True,False
134,1,0,80.49,3.638,222.3054805,6.908,False,False,True,False
135,1,1,83.96,3.73,222.4390153,6.908,False,False,True,False
136,1,0,74.97,3.717,222.5820193,6.908,False,False,True,False
137,1,0,69.87,3.721,222.7818386,6.908,False,False,True,False
138,1,0,76.08,3.666,222.9816579,6.908,False,False,True,False
139,1,0,68.55,3.617,223.1814772,6.573,False,False,False,True
140,1,0,62.99,3.601,223.3812965,6.573,False,False,False,True
141,1,0,67.97,3.594,223.4257233,6.573,False,False,False,True
142,1,0,69.16,3.506,223.4442513,6.573,False,False,False,True
143,2,0,40.19,2.572,210.7526053,8.324,True,False,False,False
144,2,1,38.49,2.548,210.8979935,8.324,True,False,False,False
145,2,0,39.69,2.514,210.9451605,8.324,True,False,False,False
146,2,0,46.1,2.561,210.9759573,8.324,True,False,False,False
147,2,0,47.17,2.625,211.0067542,8.324,True,False,False,False
148,2,0,57.56,2.667,211.037551,8.324,True,False,False,False
149,2,0,54.52,2.72,210.8733316,8.324,True,False,False,False
150,2,0,51.26,2.732,210.6766095,8.324,True,False,False,False
151,2,0,63.27,2.719,210.4798874,8.2,False,True,False,False
152,2,0,65.41,2.77,210.2831653,8.2,False,True,False,False
153,2,0,68.07,2.808,210.1495463,8.2,False,True,False,False
154,2,0,65.11,2.795,210.1000648,8.2,False,True,False,False
155,2,0,66.98,2.78,210.0505833,8.2,False,True,False,False
156,2,0,71.28,2.835,210.0011018,8.2,False,True,False,False
157,2,0,73.31,2.854,209.9984585,8.2,False,True,False,False
158,2,0,74.83,2.826,210.2768443,8.2,False,True,False,False
159,2,0,81.13,2.759,210.5552301,8.2,False,True,False,False
160,2,0,81.81,2.705,210.833616,8.2,False,True,False,False
161,2,0,83.4,2.668,211.1120018,8.2,False,True,False,False
162,2,0,85.81,2.637,211.1096543,8.2,False,True,False,False
163,2,0,86.26,2.653,210.9950134,8.2,False,True,False,False
164,2,0,82.74,2.669,210.8803726,8.099,False,False,True,False
165,2,0,82.59,2.642,210.7657317,8.099,False,False,True,False
166,2,0,85.32,2.623,210.7577954,8.099,False,False,True,False
167,2,0,87.66,2.608,210.8921319,8.099,False,False,True,False
168,2,0,83.49,2.64,211.0264684,8.099,False,False,True,False
169,2,0,89.53,2.627,211.1608049,8.099,False,False,True,False
170,2,0,89.05,2.692,211.2951413,8.099,False,False,True,False
171,2,0,88.7,2.664,211.2596586,8.099,False,False,True,False
172,2,0,87.12,2.619,211.2241759,8.099,False,False,True,False
173,2,0,81.83,2.577,211.1886931,8.099,False,False,True,False
174,2,1,79.09,2.565,211.1532104,8.099,False,False,True,False
175,2,0,82.05,2.582,211.1806415,8.099,False,False,True,False
176,2,0,81.79,2.624,211.2552578,8.099,False,False,True,False
177,2,0,69.24,2.603,211.3298742,8.163,False,False,False,True
178,2,0,63.19,2.633,211.4044906,8.163,False,False,False,True
179,2,0,65.8,2.72,211.4713286,8.163,False,False,False,True
180,2,0,68.5,2.725,211.5187208,8.163,False,False,False,True
181,2,0,66.24,2.716,211.5661131,8.163,False,False,False,True
182,2,0,57.85,2.689,211.6135053,8.163,False,False,False,True
183,2,0,59.69,2.728,211.6608975,8.163,False,False,False,True
184,2,0,50.81,2.771,211.5470304,8.163,False,False,False,True
185,2,1,62.98,2.735,211.4062867,8.163,False,False,False,True
186,2,0,49.33,2.708,211.265543,8.163,False,False,False,True
187,2,0,45.5,2.843,211.1247993,8.163,False,False,False,True
188,2,0,47.55,2.869,211.0645458,8.163,False,False,False,True
189,2,0,49.97,2.886,211.0646599,8.163,False,False,False,True
190,2,1,47.3,2.943,211.064774,8.163,False,False,False,True
191,2,0,44.69,2.976,211.0648881,8.028,True,False,False,False
192,2,0,33.02,2.983,211.1176713,8.028,True,False,False,False
193,2,0,41.4,3.016,211.4864691,8.028,True,False,False,False
194,2,0,42.83,3.01,211.8552668,8.028,True,False,False,False
195,2,0,38.25,2.989,212.2240646,8.028,True,False,False,False
196,2,1,33.19,3.022,212.5928624,8.028,True,False,False,False
197,2,0,57.83,3.045,212.9033115,8.028,True,False,False,False
198,2,0,60.8,3.065,213.190421,8.028,True,False,False,False
199,2,0,57.77,3.288,213.4775305,8.028,True,False,False,False
200,2,0,52.7,3.459,213.7646401,8.028,True,False,False,False
201,2,0,62.32,3.488,214.0156238,8.028,True,False,False,False
202,2,0,69.42,3.473,214.2521573,8.028,True,False,False,False
203,2,0,55.43,3.524,214.4886908,7.931,False,True,False,False
204,2,0,67.0,3.622,214.7252242,7.931,False,True,False,False
205,2,0,69.48,3.743,214.9420631,7.931,False,True,False,False
206,2,0,69.39,3.807,215.1096657,7.931,False,True,False,False
207,2,0,69.21,3.81,215.2772683,7.931,False,True,False,False
208,2,0,61.48,3.906,215.4448709,7.931,False,True,False,False
209,2,0,74.61,3.899,215.6124735,7.931,False,True,False,False
210,2,0,67.14,3.907,215.3834778,7.931,False,True,False,False
211,2,0,76.42,3.786,215.1544822,7.931,False,True,False,False
212,2,0,83.07,3.699,214.9254865,7.931,False,True,False,False
213,2,0,83.4,3.648,214.6964908,7.931,False,True,False,False
214,2,0,86.53,3.637,214.6513538,7.931,False,True,False,False
215,2,0,85.17,3.594,214.7441108,7.931,False,True,False,False
216,2,0,85.69,3.524,214.8368678,7.852,False,False,True,False
217,2,0,87.7,3.48,214.9296249,7.852,False,False,True,False
218,2,0,89.83,3.575,215.0134426,7.852,False,False,True,False
219,2,0,89.34,3.651,215.0749122,7.852,False,False,True,False
220,2,0,90.07,3.682,215.1363819,7.852,False,False,True,False
221,2,0,93.34,3.684,215.1978515,7.852,False,False,True,False
222,2,0,91.58,3.638,215.2593211,7.852,False,False,True,False
223,2,0,89.86,3.554,215.3229307,7.852,False,False,True,False
224,2,0,90.45,3.523,215.386897,7.852,False,False,True,False
225,2,0,89.64,3.533,215.4508632,7.852,False,False,True,False
226,2,1,77.97,3.546,215.5148295,7.852,False,False,True,False
227,2,0,78.85,3.526,215.6944378,7.852,False,False,True,False
228,2,0,75.58,3.467,216.0282356,7.852,False,False,True,False
229,2,0,78.14,3.355,216.3620333,7.852,False,False,True,False
230,2,0,69.92,3.285,216.6958311,7.441,False,False,False,True
231,2,0,71.67,3.274,217.0048261,7.441,False,False,False,True
232,2,0,64.53,3.353,217.1650042,7.441,False,False,False,True
233,2,0,65.87,3.372,217.3251824,7.441,False,False,False,True
234,2,0,55.53,3.332,217.4853605,7.441,False,False,False,True
235,2,0,59.33,3.297,217.6455387,7.441,False,False,False,True
236,2,0,62.01,3.308,217.8670218,7.441,False,False,False,True
237,2,1,56.36,3.236,218.1130269,7.441,False,False,False,True
238,2,0,48.74,3.172,218.3590319,7.441,False,False,False,True
239,2,0,41.76,3.158,218.605037,7.441,False,False,False,True
240,2,0,50.13,3.159,218.8217928,7.441,False,False,False,True
241,2,0,46.66,3.112,218.9995495,7.441,False,False,False,True
242,2,1,44.57,3.129,219.1773063,7.441,False,False,False,True
243,2,0,46.75,3.157,219.355063,7.057,True,False,False,False
244,2,0,45.99,3.261,219.5328198,7.057,True,False,False,False
245,2,0,51.7,3.268,219.6258417,7.057,True,False,False,False
246,2,0,50.5,3.29,219.7188636,7.057,True,False,False,False
247,2,0,55.21,3.36,219.8118854,7.057,True,False,False,False
248,2,1,46.98,3.409,219.9049073,7.057,True,False,False,False
249,2,0,43.82,3.51,220.0651993,7.057,True,False,False,False
250,2,0,54.63,3.555,220.275944,7.057,True,False,False,False
251,2,0,58.79,3.63,220.4866886,7.057,True,False,False,False
252,2,0,57.11,3.669,220.6974332,7.057,True,False,False,False
253,2,0,63.68,3.734,220.8498468,7.057,True,False,False,False
254,2,0,64.01,3.787,220.9244858,7.057,True,False,False,False
255,2,0,66.83,3.845,220.9991248,7.057,True,False,False,False
256,2,0,68.43,3.891,221.0737638,6.891,False,True,False,False
257,2,0,68.08,3.891,221.1484028,6.891,False,True,False,False
258,2,0,65.69,3.877,221.2021074,6.891,False,True,False,False
259,2,0,67.2,3.814,221.255812,6.891,False,True,False,False
260,2,0,76.73,3.749,221.3095166,6.891,False,True,False,False
261,2,0,73.87,3.688,221.3632212,6.891,False,True,False,False
262,2,0,71.27,3.63,221.380331,6.891,False,True,False,False
263,2,0,78.19,3.561,221.3828029,6.891,False,True,False,False
264,2,0,78.38,3.501,221.3852748,6.891,False,True,False,False
265,2,0,78.69,3.452,221.3877467,6.891,False,True,False,False
266,2,0,80.56,3.393,221.4009901,6.891,False,True,False,False
267,2,0,81.04,3.346,221.4411622,6.891,False,True,False,False
268,2,0,86.32,3.286,221.4813343,6.891,False,True,False,False
269,2,0,84.2,3.227,221.5215064,6.565,False,False,True,False
270,2,0,80.17,3.256,221.5616784,6.565,False,False,True,False
271,2,0,83.23,3.311,221.5701123,6.565,False,False,True,False
272,2,0,86.37,3.407,221.5785461,6.565,False,False,True,False
273,2,0,90.22,3.417,221.5869799,6.565,False,False,True,False
274,2,0,88.55,3.494,221.5954138,6.565,False,False,True,False
275,2,0,84.79,3.571,221.6751459,6.565,False,False,True,False
276,2,0,76.91,3.62,221.8083518,6.565,False,False,True,False
277,2,0,82.64,3.638,221.9415576,6.565,False,False,True,False
278,2,1,87.65,3.73,222.0747635,6.565,False,False,True,False
279,2,0,75.88,3.717,222.2174395,6.565,False,False,True,False
280,2,0,71.09,3.721,222.4169362,6.565,False,False,True,False
281,2,0,79.45,3.666,222.6164329,6.565,False,False,True,False
282,2,0,70.27,3.617,222.8159296,6.17,False,False,False,True
283,2,0,60.97,3.601,223.0154263,6.17,False,False,False,True
284,2,0,68.08,3.594,223.0598077,6.17,False,False,False,True
285,2,0,69.79,3.506,223.0783366,6.17,False,False,False,True
286,3,0,45.71,2.572,214.4248812,7.368,True,False,False,False
287,3,1,47.93,2.548,214.5747916,7.368,True,False,False,False
288,3,0,47.07,2.514,214.6198868,7.368,True,False,False,False
289,3,0,52.05,2.561,214.6475127,7.368,True,False,False,False
290,3,0,53.04,2.625,214.6751386,7.368,True,False,False,False
291,3,0,63.08,2.667,214.7027646,7.368,True,False,False,False
292,3,0,60.42,2.72,214.5301219,7.368,True,False,False,False
293,3,0,57.06,2.732,214.3241011,7.368,True,False,False,False
294,3,0,65.56,2.719,214.1180803,7.343,False,True,False,False
295,3,0,68.0,2.77,213.9120595,7.343,False,True,False,False
296,3,0,66.98,2.808,213.7726889,7.343,False,True,False,False
297,3,0,67.87,2.795,213.7221852,7.343,False,True,False,False
298,3,0,70.24,2.78,213.6716815,7.343,False,True,False,False
299,3,0,73.47,2.835,213.6211778,7.343,False,True,False,False
300,3,0,77.18,2.854,213.6196139,7.343,False,True,False,False
301,3,0,75.81,2.826,213.9116886,7.343,False,True,False,False
302,3,0,78.6,2.759,214.2037634,7.343,False,True,False,False
303,3,0,78.53,2.705,214.4958382,7.343,False,True,False,False
304,3,0,82.1,2.668,214.787913,7.343,False,True,False,False
305,3,0,83.52,2.637,214.7858259,7.343,False,True,False,False
306,3,0,83.79,2.653,214.6660741,7.343,False,True,False,False
307,3,0,82.2,2.669,214.5463222,7.346,False,False,True,False
308,3,0,81.75,2.642,214.4265704,7.346,False,False,True,False
309,3,0,84.32,2.623,214.4176476,7.346,False,False,True,False
310,3,0,83.32,2.608,214.5564968,7.346,False,False,True,False
311,3,0,82.04,2.64,214.695346,7.346,False,False,True,False
312,3,0,85.13,2.627,214.8341952,7.346,False,False,True,False
313,3,0,86.74,2.692,214.9730444,7.346,False,False,True,False
314,3,0,88.02,2.664,214.9314191,7.346,False,False,True,False
315,3,0,86.15,2.619,214.8897938,7.346,False,False,True,False
316,3,0,84.16,2.577,214.8481685,7.346,False,False,True,False
317,3,1,80.84,2.565,214.8065431,7.346,False,False,True,False
318,3,0,82.36,2.582,214.8322484,7.346,False,False,True,False
319,3,0,76.9,2.624,214.9084516,7.346,False,False,True,False
320,3,0,73.6,2.603,214.9846548,7.564,False,False,False,True
321,3,0,66.99,2.633,215.060858,7.564,False,False,False,True
322,3,0,69.71,2.72,215.1293114,7.564,False,False,False,True
323,3,0,71.64,2.725,215.17839,7.564,False,False,False,True
324,3,0,72.04,2.716,215.2274686,7.564,False,False,False,True
325,3,0,62.94,2.689,215.2765472,7.564,False,False,False,True
326,3,0,62.79,2.728,215.3256258,7.564,False,False,False,True
327,3,0,57.72,2.771,215.2074519,7.564,False,False,False,True
328,3,1,68.71,2.735,215.0614025,7.564,False,False,False,True
329,3,0,53.76,2.708,214.9153531,7.564,False,False,False,True
330,3,0,51.13,2.843,214.7693037,7.564,False,False,False,True
331,3,0,52.2,2.869,214.704919,7.564,False,False,False,True
332,3,0,57.16,2.886,214.7017828,7.564,False,False,False,True
333,3,1,53.2,2.943,214.6986466,7.564,False,False,False,True
334,3,0,53.35,2.976,214.6955104,7.551,True,False,False,False
335,3,0,44.76,2.983,214.7470729,7.551,True,False,False,False
336,3,0,50.74,3.016,215.1268275,7.551,True,False,False,False
337,3,0,48.71,3.01,215.5065821,7.551,True,False,False,False
338,3,0,45.95,2.989,215.8863367,7.551,True,False,False,False
339,3,1,43.57,3.022,216.2660913,7.551,True,False,False,False
340,3,0,61.58,3.045,216.5843571,7.551,True,False,False,False
341,3,0,67.4,3.065,216.8780275,7.551,True,False,False,False
342,3,0,65.11,3.288,217.1716979,7.551,True,False,False,False
343,3,0,61.29,3.459,217.4653683,7.551,True,False,False,False
344,3,0,69.47,3.488,217.7235226,7.551,True,False,False,False
345,3,0,72.94,3.473,217.9674705,7.551,True,False,False,False
346,3,0,68.76,3.524,218.2114184,7.574,False,True,False,False
347,3,0,72.55,3.622,218.4553663,7.574,False,True,False,False
348,3,0,75.88,3.743,218.6788642,7.574,False,True,False,False
349,3,0,76.91,3.807,218.851237,7.574,False,True,False,False
350,3,0,78.69,3.81,219.0236099,7.574,False,True,False,False
351,3,0,69.45,3.906,219.1959827,7.574,False,True,False,False
352,3,0,79.87,3.899,219.3683556,7.574,False,True,False,False
353,3,0,75.79,3.907,219.127216,7.574,False,True,False,False
354,3,0,84.41,3.786,218.8860765,7.574,False,True,False,False
355,3,0,84.29,3.699,218.6449369,7.574,False,True,False,False
356,3,0,84.84,3.648,218.4037974,7.574,False,True,False,False
357,3,0,86.96,3.637,218.3551748,7.574,False,True,False,False
358,3,0,84.94,3.594,218.45094,7.574,False,True,False,False
359,3,0,85.1,3.524,218.5467052,7.567,False,False,True,False
360,3,0,85.38,3.48,218.6424704,7.567,False,False,True,False
361,3,0,87.14,3.575,218.7275216,7.567,False,False,True,False
362,3,0,86.19,3.651,218.7857881,7.567,False,False,True,False
363,3,0,88.07,3.682,218.8440545,7.567,False,False,True,False
364,3,0,88.45,3.684,218.9023209,7.567,False,False,True,False
365,3,0,88.88,3.638,218.9605873,7.567,False,False,True,False
366,3,0,88.44,3.554,219.023271,7.567,False,False,True,False
367,3,0,87.67,3.523,219.0866908,7.567,False,False,True,False
368,3,0,89.12,3.533,219.1501106,7.567,False,False,True,False
369,3,1,81.72,3.546,219.2135305,7.567,False,False,True,False
370,3,0,83.63,3.526,219.3972867,7.567,False,False,True,False
371,3,0,80.19,3.467,219.7414914,7.567,False,False,True,False
372,3,0,82.58,3.355,220.085696,7.567,False,False,True,False
373,3,0,75.54,3.285,220.4299007,7.197,False,False,False,True
374,3,0,73.75,3.274,220.7486167,7.197,False,False,False,True
375,3,0,69.03,3.353,220.9144005,7.197,False,False,False,True
376,3,0,71.04,3.372,221.0801842,7.197,False,False,False,True
377,3,0,59.31,3.332,221.245968,7.197,False,False,False,True
378,3,0,61.7,3.297,221.4117517,7.197,False,False,False,True
379,3,0,63.91,3.308,221.6432852,7.197,False,False,False,True
380,3,1,68.0,3.236,221.9011185,7.197,False,False,False,True
381,3,0,54.97,3.172,222.1589519,7.197,False,False,False,True
382,3,0,49.26,3.158,222.4167852,7.197,False,False,False,True
383,3,0,57.95,3.159,222.6426418,7.197,False,False,False,True
384,3,0,53.41,3.112,222.8258628,7.197,False,False,False,True
385,3,1,48.29,3.129,223.0090839,7.197,False,False,False,True
386,3,0,52.42,3.157,223.1923049,6.833,True,False,False,False
387,3,0,51.86,3.261,223.3755259,6.833,True,False,False,False
388,3,0,56.2,3.268,223.4700552,6.833,True,False,False,False
389,3,0,58.06,3.29,223.5645845,6.833,True,False,False,False
390,3,0,59.33,3.36,223.6591137,6.833,True,False,False,False
391,3,1,51.65,3.409,223.753643,6.833,True,False,False,False
392,3,0,52.39,3.51,223.9170153,6.833,True,False,False,False
393,3,0,60.12,3.555,224.1320199,6.833,True,False,False,False
394,3,0,61.65,3.63,224.3470245,6.833,True,False,False,False
395,3,0,60.71,3.669,224.5620291,6.833,True,False,False,False
396,3,0,64.0,3.734,224.7166953,6.833,True,False,False,False
397,3,0,66.53,3.787,224.7909104,6.833,True,False,False,False
398,3,0,69.36,3.845,224.8651254,6.833,True,False,False,False
399,3,0,73.01,3.891,224.9393405,6.664,False,True,False,False
400,3,0,72.83,3.891,225.0135556,6.664,False,True,False,False
401,3,0,72.05,3.877,225.0689541,6.664,False,True,False,False
402,3,0,73.39,3.814,225.1243526,6.664,False,True,False,False
403,3,0,79.51,3.749,225.1797511,6.664,False,True,False,False
404,3,0,75.19,3.688,225.2351496,6.664,False,True,False,False
405,3,0,72.38,3.63,225.2512024,6.664,False,True,False,False
406,3,0,78.58,3.561,225.2515168,6.664,False,True,False,False
407,3,0,81.55,3.501,225.2518313,6.664,False,True,False,False
408,3,0,81.65,3.452,225.2521458,6.664,False,True,False,False
409,3,0,84.66,3.393,225.2644795,6.664,False,True,False,False
410,3,0,82.7,3.346,225.3068615,6.664,False,True,False,False
411,3,0,86.42,3.286,225.3492435,6.664,False,True,False,False
412,3,0,83.14,3.227,225.3916254,6.334,False,False,True,False
413,3,0,82.28,3.256,225.4340074,6.334,False,False,True,False
414,3,0,81.38,3.311,225.4438827,6.334,False,False,True,False
415,3,0,84.94,3.407,225.4537579,6.334,False,False,True,False
416,3,0,86.55,3.417,225.4636332,6.334,False,False,True,False
417,3,0,85.85,3.494,225.4735085,6.334,False,False,True,False
418,3,0,87.36,3.571,225.5558664,6.334,False,False,True,False
419,3,0,83.01,3.62,225.6925864,6.334,False,False,True,False
420,3,0,85.18,3.638,225.8293063,6.334,False,False,True,False
421,3,1,84.99,3.73,225.9660263,6.334,False,False,True,False
422,3,0,78.36,3.717,226.1122067,6.334,False,False,True,False
423,3,0,72.78,3.721,226.3151496,6.334,False,False,True,False
424,3,0,77.46,3.666,226.5180926,6.334,False,False,True,False
425,3,0,72.74,3.617,226.7210356,6.034,False,False,False,True
426,3,0,70.31,3.601,226.9239785,6.034,False,False,False,True
427,3,0,73.44,3.594,226.9688442,6.034,False,False,False,True
428,3,0,74.66,3.506,226.9873637,6.034,False,False,False,True
429,4,0,43.76,2.598,126.4420645,8.623,True,False,False,False
430,4,1,28.84,2.573,126.4962581,8.623,True,False,False,False
431,4,0,36.45,2.54,126.5262857,8.623,True,False,False,False
432,4,0,41.36,2.59,126.5522857,8.623,True,False,False,False
433,4,0,43.49,2.654,126.5782857,8.623,True,False,False,False
